Ticker,Stock_Name,noise,Channel_Name,Channel_link
CMG,Chipotle Mexican Grill,0,TheStreet,https://www.youtube.com/user/TheStreetTV
CMG,Chipotle Mexican Grill,0,Richard Moglen,https://www.youtube.com/channel/UCYqMAKiU3tFijWnyqAxG4Cg
CMG,Chipotle Mexican Grill,0,Zacks Investment Research,https://www.youtube.com/user/ZacksInvestmentNews
CMG,Chipotle Mexican Grill,0,Bullish,https://www.youtube.com/channel/UC0AsDxwnsrnHXDa90kzOQSA
CMG,Chipotle Mexican Grill,0,Hamish Hodder,https://www.youtube.com/channel/UCODr9HUJ90xtWD-0Xoz4vPw
CMG,Chipotle Mexican Grill,0,Stock Market Mentor,https://www.youtube.com/user/stockmarketmentor
CMG,Chipotle Mexican Grill,0,Retire Young,https://www.youtube.com/user/GlareFilm
CMG,Chipotle Mexican Grill,0,Patrick Wieland,https://www.youtube.com/channel/UCTovmBbgOEgi4iXqSH3IxjQ
CMG,Chipotle Mexican Grill,0,Goldman Sachs,https://www.youtube.com/user/GoldmanSachs
CMG,Chipotle Mexican Grill,0,Connor Pollifrone,https://www.youtube.com/channel/UCNVxqV5plTxTx3D_57ai5Ow
CMI,Cummins,1,Dividends And Income,https://www.youtube.com/channel/UCoWRO4JrsbE-jTz3F1oqWgw
CMI,Cummins,1,Dark Iron Diesel,https://www.youtube.com/channel/UCEOVjYkGPvU0Ds6okSg3zPA
CMI,Cummins,1,Alex Kobert_47,https://www.youtube.com/channel/UCVd8JtkHPx2Sa30Xn197pWA
CMI,Cummins,1,UNTAMED OUTDOORS,https://www.youtube.com/channel/UCw2-25e5d1qa6a3V3Nuf8sw
CMI,Cummins,1,Eddie's Life,https://www.youtube.com/user/EddieBagdasar75
CMI,Cummins,1,Horsetorques Diesel,https://www.youtube.com/channel/UCDmLo9XSj84wbyiVMeFAMnw
CMI,Cummins,1,Sessions408,https://www.youtube.com/user/Sessions408
CMI,Cummins,1,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
CMI,Cummins,1,Scotty Kilmer,https://www.youtube.com/user/scottykilmer
CMI,Cummins,1,ParoDoXz,https://www.youtube.com/user/TheHowToGuru84
CMI,Cummins,1,Dividend Growth Investing,https://www.youtube.com/channel/UCrg6IDPf4a7pUKTN90n6syg
CMI,Cummins,1,rondotrailer,https://www.youtube.com/user/rondotrailer
CMI,Cummins,1,EVERYTHANG DIESEL,https://www.youtube.com/channel/UC0e5ewBEMnCSm61jzckj-0A
CMI,Cummins,1,The Kenworth Guy,https://www.youtube.com/user/AndyCTSKenworth
CMI,Cummins,1,Stephen Cox,https://www.youtube.com/user/sphinx4785
CMI,Cummins,1,LOUD 'N' PROUD,https://www.youtube.com/channel/UCPRbc3dU1IBPI9-VJ4upNqw
CMI,Cummins,1,Severed Chad,https://www.youtube.com/user/chadP256
CMI,Cummins,1,Turba Tom,https://www.youtube.com/channel/UCWIyEW_Ns6_ePLIMi67tY9g
CMI,Cummins,1,Boost Hunter Garage,https://www.youtube.com/channel/UCytYTOYCSHGOuvkI2K8J9Iw
CMI,Cummins,1,Dippin' Diesel,https://www.youtube.com/channel/UCqDCV1c2Xzz1TFDFjfFaErw
CMS,CMS Energy,0,UNRIVALED INVESTING,https://www.youtube.com/channel/UCnlyaLgmqTcmXLRLLfH1Rsg
CMS,CMS Energy,0,StockedUp - Mike D'Antonio,https://www.youtube.com/channel/UC-m6zNItyoDk5lSykDlhE4Q
CMS,CMS Energy,0,IM PREY,https://www.youtube.com/channel/UC5-kQYA5bRG9MrhKCUXCGPg
CMS,CMS Energy,0,J.M0NEY,https://www.youtube.com/channel/UCaJFPtd9PsSmAxpVfUqUeoQ
CMS,CMS Energy,0,CoachBStocks,https://www.youtube.com/channel/UC8Uf_TSlTsM1sCNaaNW6-3g
CMS,CMS Energy,0,SMB Capital,https://www.youtube.com/user/smbcapital
CMS,CMS Energy,0,Deadnsyde,https://www.youtube.com/channel/UCLF4C8ikMjOElQrNhTrO8yg
CMS,CMS Energy,0,The Plain Bagel,https://www.youtube.com/channel/UCFCEuCsyWP0YkP3CZ3Mr01Q
CMS,CMS Energy,0,CMS North America,https://www.youtube.com/user/CMSNorthAmerica
CMS,CMS Energy,0,The Massalorian,https://www.youtube.com/channel/UCH8er8xwEpj8dlDdYuFRlBg
CMS,CMS Energy,0,Stock Jay,https://www.youtube.com/channel/UC-fsoRx1FUzAXc6SaAVMxgw
CMS,CMS Energy,0,Wall Street Stonks,https://www.youtube.com/channel/UCQzgD57mNRRippP9-mL6VNw
CMS,CMS Energy,0,Moon Market,https://www.youtube.com/channel/UCzUTeUSbbTBtj6cgoVaoSeg
CMS,CMS Energy,0,Booming Bulls,https://www.youtube.com/channel/UC2sIhf108S02F0Qlb2a88eQ
CMS,CMS Energy,0,STOCK GOAT,https://www.youtube.com/channel/UCvvXMIhBpiEd_CouZ2hchrw
CMS,CMS Energy,0,Trey's Trades Clips,https://www.youtube.com/channel/UClvz__8j1ZUh2ur2fmy0skQ
CMS,CMS Energy,0,Finding Alpha,https://www.youtube.com/channel/UCukrkuF2K6lWtQhsLoN5sOw
CMS,CMS Energy,0,Kalinga TV,https://www.youtube.com/channel/UC1vOCYEu3DfoI4fYcfWKmWA
CMS,CMS Energy,0,KCCheeseVideo,https://www.youtube.com/user/KCCheeseVideo
CMS,CMS Energy,0,Codersfolder,https://www.youtube.com/channel/UC8QUDHf4oT-KQ-yp-9Xh5YA
CNC,Centene Corporation,0,The Whimsical Woodworker,https://www.youtube.com/channel/UCBOTGI8VrM06Ab60OziGFmA
CNC,Centene Corporation,0,JohnSL,https://www.youtube.com/channel/UCJT6JcjZCttm5PHnW9kWluQ
CNC,Centene Corporation,0,Peter64linux,https://www.youtube.com/user/Peter64linux
CNC,Centene Corporation,0,Apna Trader,https://www.youtube.com/channel/UCuhjoaggLnXRGEztM-EjywA
CNC,Centene Corporation,0,Nukem Finance,https://www.youtube.com/user/FrFresh88
CNC,Centene Corporation,0,Bill Griggs,https://www.youtube.com/user/bgriggstwcny
CNC,Centene Corporation,0,Corns Investing,https://www.youtube.com/channel/UC4z4ruy9Bj3LU3l5XHNV4KA
CNC,Centene Corporation,0,Daniel Sharp,https://www.youtube.com/user/TheDbsharp
CNC,Centene Corporation,0,The AK Geek,https://www.youtube.com/user/godzilla1463
CNC,Centene Corporation,0,"Haas Automation, Inc.",https://www.youtube.com/user/haasautomation
CNC,Centene Corporation,0,Learning Mirror,https://www.youtube.com/channel/UCUNsNplUD0x_3aZKQJnP9UQ
CNC,Centene Corporation,0,Moon Market,https://www.youtube.com/channel/UCzUTeUSbbTBtj6cgoVaoSeg
CNC,Centene Corporation,0,CAD/CAM SOLUTION,https://www.youtube.com/channel/UCIgCpM43N8S0dsGCYCjpcSw
CNC,Centene Corporation,0,Finance Wizards,https://www.youtube.com/channel/UCZE7wxENuR1sQZIX0sY7dbA
CNC,Centene Corporation,0,731 Woodworks,https://www.youtube.com/channel/UCSLClJLzdUMRMe0E4SPfc-w
CNC,Centene Corporation,0,Flachzange1337,https://www.youtube.com/user/Flachzange1337
CNC,Centene Corporation,0,Richard Holdener,https://www.youtube.com/channel/UC8uf_zVTV63l1-uRSx6XbnQ
CNC,Centene Corporation,0,CNC Masters,https://www.youtube.com/user/CNCMastersVideo
CNC,Centene Corporation,0,Laguna Tools,https://www.youtube.com/user/LagunaTools
CNC,Centene Corporation,0,Schematix,https://www.youtube.com/channel/UCWCEeeg0Y5oSV5voboyG3WQ
CNP,CenterPoint Energy,0,ASMR Collect 'N' Play,https://www.youtube.com/channel/UCSf3PQ9AUNp6hG1f2OXOVog
CNP,CenterPoint Energy,0,TipRanks™,https://www.youtube.com/channel/UCGNXpSXu1WdSbq5Wr-29ohA
CNP,CenterPoint Energy,0,Deadnsyde,https://www.youtube.com/channel/UCLF4C8ikMjOElQrNhTrO8yg
CNP,CenterPoint Energy,0,Jerry Romine Entrepreneur Abroad,https://www.youtube.com/user/padnag1
CNP,CenterPoint Energy,0,TopGraphs - Stock Analysis Software,https://www.youtube.com/channel/UCx1RAlArPA158Vtp25pdIPQ
CNP,CenterPoint Energy,0,Shivansh Bhasin,https://www.youtube.com/channel/UC5mKnVgAtjv1ms8NjQN5juQ
CNP,CenterPoint Energy,0,Tom Heavey,https://www.youtube.com/user/SuperMorphSuitMan
CNP,CenterPoint Energy,0,Star,https://www.youtube.com/channel/UCuPnGgHJzIJ2t4wcBdEkmoA
CNP,CenterPoint Energy,0,Sara Finance,https://www.youtube.com/channel/UCFeel7cL_QE98b9oRaTomLg
CNP,CenterPoint Energy,0,StockFlix,https://www.youtube.com/channel/UCbQV-nsQp1ejwJrmtKUhKtQ
CNP,CenterPoint Energy,0,Alan Stock Gains,https://www.youtube.com/channel/UCdz2w0mumBXGmkksl2i6G1Q
CNP,CenterPoint Energy,0,Dividend Bull,https://www.youtube.com/channel/UCLxMEPUoHpKq4PEk85RZn9A
CNP,CenterPoint Energy,0,Kaswrp,https://www.youtube.com/channel/UCf3g0uNBn6wPpgrTK_AbJrQ
CNP,CenterPoint Energy,0,Trading Fraternity,https://www.youtube.com/user/thetradingfraternity
CNP,CenterPoint Energy,0,Morningstar Europe,https://www.youtube.com/user/Morningstar3TopTips
CNP,CenterPoint Energy,0,Touchdown Trades,https://www.youtube.com/channel/UC3Rt9meGLXST7CUXFnbezOQ
CNP,CenterPoint Energy,0,Learn to Invest,https://www.youtube.com/channel/UCSglJMvX-zSgv3PEJIE_inw
CNP,CenterPoint Energy,0,Everything Money,https://www.youtube.com/channel/UChBVf9YnourrEDTsbbwJPRA
CNP,CenterPoint Energy,0,Stas Serfes,https://www.youtube.com/channel/UCiIarDNLrAA1xWsbHWW2ehQ
CNP,CenterPoint Energy,0,Cannabis Investing Newsletter,https://www.youtube.com/channel/UCHsFw0v3jLzVknoLtPij98g
COF,Capital One Financial,0,Ticker Symbol: YOU,https://www.youtube.com/channel/UC7kCeZ53sli_9XwuQeFxLqw
COF,Capital One Financial,0,UNRIVALED INVESTING,https://www.youtube.com/channel/UCnlyaLgmqTcmXLRLLfH1Rsg
COF,Capital One Financial,0,Jerry Romine Entrepreneur Abroad,https://www.youtube.com/user/padnag1
COF,Capital One Financial,0,Business Basics,https://www.youtube.com/channel/UCfWNZIJkm268rLO_yeRlcww
COF,Capital One Financial,0,Inner Vision,https://www.youtube.com/channel/UCORp0Fxa5lHFuZfLHxfeLuQ
COF,Capital One Financial,0,Charlie Chang,https://www.youtube.com/user/charjenmusic
COF,Capital One Financial,0,The Ramsey Show - Highlights,https://www.youtube.com/user/DaveRamseyShow
COF,Capital One Financial,0,New Money,https://www.youtube.com/channel/UCvSXMi2LebwJEM1s4bz5IBA
COF,Capital One Financial,0,Marko - WhiteBoard Finance,https://www.youtube.com/channel/UCL_v4tC26PvOFytV1_eEVSg
COF,Capital One Financial,0,Stock Martin,https://www.youtube.com/channel/UChejF-OmNvIRcP5do1H8Nww
COF,Capital One Financial,0,Jose Najarro Stocks,https://www.youtube.com/channel/UC5cEHfCr6WOE1R1zcohd1IA
COF,Capital One Financial,0,StockBrokers.com,https://www.youtube.com/channel/UCp_OwXVwS7ZDgH5medUuAjw
COF,Capital One Financial,0,Brian Feroldi,https://www.youtube.com/channel/UCs60_Z83HU76uygzHRQl0kA
COF,Capital One Financial,0,How To Tech,https://www.youtube.com/channel/UCqFjjsrJmj1Cjb61aXyQGdQ
COF,Capital One Financial,0,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
COF,Capital One Financial,0,Get Smart University,https://www.youtube.com/user/JosephFountainLive
COF,Capital One Financial,0,Stas Serfes,https://www.youtube.com/channel/UCiIarDNLrAA1xWsbHWW2ehQ
COF,Capital One Financial,0,Finance News,https://www.youtube.com/channel/UCQCIsXMa3Twfgg_ZlGRmaTg
COF,Capital One Financial,0,Stock Trading Pro,https://www.youtube.com/user/peterenzulli
COF,Capital One Financial,0,pranjal kamra,https://www.youtube.com/user/pranjalkamra
COG,Cabot Oil & Gas,0,cogstok,https://www.youtube.com/user/ufe1000
COG,Cabot Oil & Gas,0,The Cog is Dead,https://www.youtube.com/user/thecogisdead
COG,Cabot Oil & Gas,0,Learn to Invest,https://www.youtube.com/channel/UCSglJMvX-zSgv3PEJIE_inw
COG,Cabot Oil & Gas,0,Kaswrp,https://www.youtube.com/channel/UCf3g0uNBn6wPpgrTK_AbJrQ
COG,Cabot Oil & Gas,0,OptionsPlay,https://www.youtube.com/channel/UCxVxy06hI4fm5KIcTY_fO6w
COG,Cabot Oil & Gas,0,Megasnoop,https://www.youtube.com/channel/UCTJxl_EF3lcPdKfrQ-JbPkA
COG,Cabot Oil & Gas,0,Accounting Stuff,https://www.youtube.com/channel/UCYJLdSmyKoXCbnd-pklMn5Q
COG,Cabot Oil & Gas,0,Deadnsyde,https://www.youtube.com/channel/UCLF4C8ikMjOElQrNhTrO8yg
COG,Cabot Oil & Gas,0,FREENVESTING,https://www.youtube.com/channel/UCN-qfPKTQ_Wxr8vZLVfM95w
COG,Cabot Oil & Gas,0,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
COG,Cabot Oil & Gas,0,The Better Men Project,https://www.youtube.com/channel/UCYT-aXiAB-s9xf6cFcXCnNg
COG,Cabot Oil & Gas,0,The Finance Storyteller,https://www.youtube.com/channel/UCQQJnyU8fALcOqqpyyIN4sg
COG,Cabot Oil & Gas,0,Stock Moe,https://www.youtube.com/user/faststockcash
COG,Cabot Oil & Gas,0,DW Euromaxx,https://www.youtube.com/channel/UCd-swDW3HCs4LTZhq8Cf7Fg
COG,Cabot Oil & Gas,0,Will Knowledge,https://www.youtube.com/channel/UCXnjHTVPeCp7hNEj_15Gx4w
COG,Cabot Oil & Gas,0,QuickBooks,https://www.youtube.com/user/Quickbooks
COG,Cabot Oil & Gas,0,ZipTrader,https://www.youtube.com/user/jc4x4
COG,Cabot Oil & Gas,0,Toontown Gamer,https://www.youtube.com/channel/UCyyjRkn3qz7sHMtsBlP8mFw
COG,Cabot Oil & Gas,0,Alpha Status Stocks,https://www.youtube.com/channel/UCC5CX7c71hP6xCAYXujTm3w
COG,Cabot Oil & Gas,0,Moon Market,https://www.youtube.com/channel/UCzUTeUSbbTBtj6cgoVaoSeg
COO,The Cooper Companies,1,Learn to Invest Shorts,https://www.youtube.com/channel/UCyY9S2NkD6QBu-Njx8L3_Cw
COO,The Cooper Companies,1,Dividends And Income,https://www.youtube.com/channel/UCoWRO4JrsbE-jTz3F1oqWgw
COO,The Cooper Companies,1,Everything Money,https://www.youtube.com/channel/UChBVf9YnourrEDTsbbwJPRA
COO,The Cooper Companies,1,Miss Penny-Stock Pincher,https://www.youtube.com/channel/UCyFJfJsTRi4AmwBR8nXJLMQ
COO,The Cooper Companies,1,Jerry Romine Entrepreneur Abroad,https://www.youtube.com/user/padnag1
COO,The Cooper Companies,1,FREENVESTING,https://www.youtube.com/channel/UCN-qfPKTQ_Wxr8vZLVfM95w
COO,The Cooper Companies,1,Cooper Academy,https://www.youtube.com/channel/UCmHm0w-JJfC2Ll1Of_WObAQ
COO,The Cooper Companies,1,Mike Ser Trader,https://www.youtube.com/channel/UCpE9UJeIQsp3eEAqVaGlqxg
COO,The Cooper Companies,1,Dividend Diplomats,https://www.youtube.com/channel/UC63_ndpOrdzca6k1FThGDqg
COO,The Cooper Companies,1,Daniel Pronk,https://www.youtube.com/channel/UCL-F-8nxFtFZ4M3RWkGn6Qw
COO,The Cooper Companies,1,Scott's Stock Due Diligence,https://www.youtube.com/user/Rubin16241
COO,The Cooper Companies,1,Charlie Chang,https://www.youtube.com/user/charjenmusic
COO,The Cooper Companies,1,Kaswrp,https://www.youtube.com/channel/UCf3g0uNBn6wPpgrTK_AbJrQ
COO,The Cooper Companies,1,Departures Capital - Market News,https://www.youtube.com/channel/UCD68euJScKKXLf8kuELyDwA
COO,The Cooper Companies,1,The Motley Fool,https://www.youtube.com/user/TheMotleyFool
COO,The Cooper Companies,1,Netflix,https://www.youtube.com/user/NewOnNetflix
COO,The Cooper Companies,1,GenZ Investor,https://www.youtube.com/channel/UC5VUIdrf1j0speDykUM3ckQ
COO,The Cooper Companies,1,Stock Compounder - Brad Kaellner,https://www.youtube.com/channel/UCTXlUzwLoT1XNkewIHuyyDw
COO,The Cooper Companies,1,TipRanks™,https://www.youtube.com/channel/UCGNXpSXu1WdSbq5Wr-29ohA
COO,The Cooper Companies,1,Griffin Milks,https://www.youtube.com/user/rollercoastercanuck
COP,ConocoPhillips,0,Dandy Finance,https://www.youtube.com/channel/UC2grrcsg8a1Ng1wQRtgQ0Hw
COP,ConocoPhillips,0,Learn to Invest Shorts,https://www.youtube.com/channel/UCyY9S2NkD6QBu-Njx8L3_Cw
COP,ConocoPhillips,0,Flexxinruee,https://www.youtube.com/channel/UCS-LazVGY6K3dZoZx_mLYpw
COP,ConocoPhillips,0,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
COP,ConocoPhillips,0,Jerry Romine Entrepreneur Abroad,https://www.youtube.com/user/padnag1
COP,ConocoPhillips,0,TipRanks™,https://www.youtube.com/channel/UCGNXpSXu1WdSbq5Wr-29ohA
COP,ConocoPhillips,0,Bloomberg Markets and Finance,https://www.youtube.com/channel/UCIALMKvObZNtJ6AmdCLP7Lg
COP,ConocoPhillips,0,Kitco NEWS,https://www.youtube.com/user/KitcoNews
COP,ConocoPhillips,0,DRIVESHOW,https://www.youtube.com/user/DJAGaming
COP,ConocoPhillips,0,FREENVESTING,https://www.youtube.com/channel/UCN-qfPKTQ_Wxr8vZLVfM95w
COP,ConocoPhillips,0,Sara Finance,https://www.youtube.com/channel/UCFeel7cL_QE98b9oRaTomLg
COP,ConocoPhillips,0,Charlie Chang,https://www.youtube.com/user/charjenmusic
COP,ConocoPhillips,0,Tesla Plaid Channel,https://www.youtube.com/channel/UCtzceK2L9HqGp7utkkFP7MA
COP,ConocoPhillips,0,Dividend Diplomats,https://www.youtube.com/channel/UC63_ndpOrdzca6k1FThGDqg
COP,ConocoPhillips,0,The Next News Network,https://www.youtube.com/user/NextNewsNetwork
COP,ConocoPhillips,0,Shoeware,https://www.youtube.com/channel/UCp6L72gvMNQmczlrb6cd21Q
COP,ConocoPhillips,0,Simpler Trading,https://www.youtube.com/user/SimplerOptions
COP,ConocoPhillips,0,Terry Younker,https://www.youtube.com/channel/UC8sMwOAkRpkhlqi62-vzL3A
COP,ConocoPhillips,0,StockFlix,https://www.youtube.com/channel/UCbQV-nsQp1ejwJrmtKUhKtQ
COP,ConocoPhillips,0,Candyss Love,https://www.youtube.com/user/CandyssThaSanga
COST,Costco,0,Everything Money,https://www.youtube.com/channel/UChBVf9YnourrEDTsbbwJPRA
COST,Costco,0,The Investor Channel,https://www.youtube.com/channel/UC7r4-nZ4icT8SIcnisXFSHQ
COST,Costco,0,Stock Compounder - Brad Kaellner,https://www.youtube.com/channel/UCTXlUzwLoT1XNkewIHuyyDw
COST,Costco,0,"Cameron Stewart, CFA",https://www.youtube.com/channel/UCpJRuue8x5Qag2Wz6uAzyjw
COST,Costco,0,VI Channel,https://www.youtube.com/user/MIPAsiaTV
COST,Costco,0,Matt Kohrs,https://www.youtube.com/channel/UCWKODoiwSuLNSXIKuKnuQTQ
COST,Costco,0,Lumovest,https://www.youtube.com/channel/UCd3Q7fqOGb9umTMfCwDCFTw
COST,Costco,0,Option Alpha,https://www.youtube.com/user/bullzandbearz
COST,Costco,0,Deadnsyde,https://www.youtube.com/channel/UCLF4C8ikMjOElQrNhTrO8yg
COST,Costco,0,Kaswrp,https://www.youtube.com/channel/UCf3g0uNBn6wPpgrTK_AbJrQ
COST,Costco,0,The Plain Bagel,https://www.youtube.com/channel/UCFCEuCsyWP0YkP3CZ3Mr01Q
COST,Costco,0,Kamikaze Cash,https://www.youtube.com/channel/UCcmZHsuUt_DOzcgIcLd0Qnw
COST,Costco,0,Adam Khoo,https://www.youtube.com/channel/UCK-aOjEvZNJl3HINja0gAiQ
COST,Costco,0,Hamish Hodder,https://www.youtube.com/channel/UCODr9HUJ90xtWD-0Xoz4vPw
COST,Costco,0,Benjamin,https://www.youtube.com/channel/UCkcnYVAVZQOB-nXHechtXDg
COST,Costco,0,40 Finance,https://www.youtube.com/channel/UCgf-A4RNVH9fgHwnHo_tmMA
COST,Costco,0,TLC Tutoring,https://www.youtube.com/channel/UCKG6Rrdk9ZRp9lGBEZqBD_A
COST,Costco,0,Investing with Dr. Dan,https://www.youtube.com/channel/UCR8lygsIzJdMjlSqD_afdNA
COST,Costco,0,The Organic Chemistry Tutor,https://www.youtube.com/channel/UCEWpbFLzoYGPfuWUMFPSaoA
COST,Costco,0,Ben Hedges - The Business Shifu,https://www.youtube.com/channel/UCydtKfQjUgLlNQ-l3ZUXzFA
CPB,Campbell Soup,0,ppcian,https://www.youtube.com/user/ppcian
CPB,Campbell Soup,0,Learn to Invest Shorts,https://www.youtube.com/channel/UCyY9S2NkD6QBu-Njx8L3_Cw
CPB,Campbell Soup,0,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
CPB,Campbell Soup,0,Joseph Carlson,https://www.youtube.com/channel/UCbta0n8i6Rljh0obO7HzG9A
CPB,Campbell Soup,0,Jake Broe,https://www.youtube.com/channel/UCYHosdETLPp6dpJEsgIUTmw
CPB,Campbell Soup,0,Inner Vision,https://www.youtube.com/channel/UCORp0Fxa5lHFuZfLHxfeLuQ
CPB,Campbell Soup,0,Everything Money,https://www.youtube.com/channel/UChBVf9YnourrEDTsbbwJPRA
CPB,Campbell Soup,0,Kaswrp,https://www.youtube.com/channel/UCf3g0uNBn6wPpgrTK_AbJrQ
CPB,Campbell Soup,0,FASTgraphs,https://www.youtube.com/user/FASTgraphs
CPB,Campbell Soup,0,UNRIVALED INVESTING,https://www.youtube.com/channel/UCnlyaLgmqTcmXLRLLfH1Rsg
CPB,Campbell Soup,0,Financial Education,https://www.youtube.com/channel/UCnMn36GT_H0X-w5_ckLtlgQ
CPB,Campbell Soup,0,"Let's Talk Money! with Joseph Hogue, CFA",https://www.youtube.com/channel/UCbKdotYtcY9SxoU8CYAXdvg
CPB,Campbell Soup,0,StockScan And Earnings,https://www.youtube.com/channel/UCdYb7hBJvPZJjlZSGtrfTeQ
CPB,Campbell Soup,0,TipRanks™,https://www.youtube.com/channel/UCGNXpSXu1WdSbq5Wr-29ohA
CPB,Campbell Soup,0,Ryne Williams,https://www.youtube.com/user/rynew05
CPB,Campbell Soup,0,Dividends And Income,https://www.youtube.com/channel/UCoWRO4JrsbE-jTz3F1oqWgw
CPB,Campbell Soup,0,OptionsPlay,https://www.youtube.com/channel/UCxVxy06hI4fm5KIcTY_fO6w
CPB,Campbell Soup,0,TradeTheTrend,https://www.youtube.com/user/TradeTheTrend
CPB,Campbell Soup,0,theWalrus Street,https://www.youtube.com/channel/UCKj4Km4lxybmBldJwaCrJYw
CPB,Campbell Soup,0,Games Benchmarked,https://www.youtube.com/channel/UCo9RAtRMRhB8XlT4bRrvXzw
CPRT,Copart,0,TraderLion,https://www.youtube.com/channel/UCMgOSW62URSxzPCcNXyohLw
CPRT,Copart,0,Options Millionaire,https://www.youtube.com/channel/UCsTTFYV5t1Gm94ancco_prg
CPRT,Copart,0,The Trading Channel,https://www.youtube.com/channel/UCGL9ubdGcvZh_dvSV2z1hoQ
CPRT,Copart,0,Stock Compounder - Brad Kaellner,https://www.youtube.com/channel/UCTXlUzwLoT1XNkewIHuyyDw
CPRT,Copart,0,Tyler Wilson Investing,https://www.youtube.com/channel/UCJ5A7RbiS35ilqUU3-ioSPw
CPRT,Copart,0,Stock Talk Daily,https://www.youtube.com/channel/UCS609wxLxG0FFRZfAKJZhVQ
CPRT,Copart,0,Investor's Business Daily,https://www.youtube.com/user/IBDTV
CPRT,Copart,0,Invest42morrow,https://www.youtube.com/channel/UCdcWiq82vdn9tX8HZf5vSaA
CPRT,Copart,0,Moon Market,https://www.youtube.com/channel/UCzUTeUSbbTBtj6cgoVaoSeg
CPRT,Copart,0,The Wealth Magnet,https://www.youtube.com/channel/UCFlpGKkFc9KW6aWbDdx3oVQ
CPRT,Copart,0,Traders Society,https://www.youtube.com/channel/UCCfHoCVUMwVatZf_8Jp7nSA
CPRT,Copart,0,TOS Indicators,https://www.youtube.com/channel/UCyVpc-v9T777dEmzbjmdn_g
CPRT,Copart,0,Money Makers,https://www.youtube.com/channel/UCrB7stp41h1IQUaNcqGm9cw
CPRT,Copart,0,wallstrip,https://www.youtube.com/user/wallstrip
CPRT,Copart,0,Value Line,https://www.youtube.com/channel/UCfwO1vSTsSSy2FsU9W0hTMA
CPRT,Copart,0,Yahoo Finance,https://www.youtube.com/channel/UCEAZeUIeJs0IjQiqTCdVSIg
CPRT,Copart,0,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
CPRT,Copart,0,Money Management,https://www.youtube.com/channel/UCxGoymtTKiZd_SlSI58rVAA
CPRT,Copart,0,Blaze Capital,https://www.youtube.com/channel/UCq0BCGckWWjrnV8YdYO24JA
CPRT,Copart,0,Connor Pollifrone,https://www.youtube.com/channel/UCNVxqV5plTxTx3D_57ai5Ow
CRL,Charles River Laboratories,0,UNRIVALED INVESTING,https://www.youtube.com/channel/UCnlyaLgmqTcmXLRLLfH1Rsg
CRL,Charles River Laboratories,0,Charles River Labs,https://www.youtube.com/user/CharlesRiverLabs
CRL,Charles River Laboratories,0,Jerry Romine Entrepreneur Abroad,https://www.youtube.com/user/padnag1
CRL,Charles River Laboratories,0,WX Capital Team,https://www.youtube.com/channel/UCfnRfQDH_YptBB_7A-xSaBg
CRL,Charles River Laboratories,0,Ray Maltbie,https://www.youtube.com/channel/UCOPgT7GzIqITht4sDZbnfQg
CRL,Charles River Laboratories,0,Satish Gaire,https://www.youtube.com/user/satishgaire
CRL,Charles River Laboratories,0,CRLArchitectural,https://www.youtube.com/user/CRLArchitectural
CRL,Charles River Laboratories,0,Financial Education,https://www.youtube.com/channel/UCnMn36GT_H0X-w5_ckLtlgQ
CRL,Charles River Laboratories,0,Sara Finance,https://www.youtube.com/channel/UCFeel7cL_QE98b9oRaTomLg
CRL,Charles River Laboratories,0,CNBC Television,https://www.youtube.com/channel/UCrp_UI8XtuYfpiqluWLD7Lw
CRL,Charles River Laboratories,0,Star,https://www.youtube.com/channel/UCuPnGgHJzIJ2t4wcBdEkmoA
CRL,Charles River Laboratories,0,TipRanks™,https://www.youtube.com/channel/UCGNXpSXu1WdSbq5Wr-29ohA
CRL,Charles River Laboratories,0,WALLSTREETBETS,https://www.youtube.com/channel/UCNuyDSNzgtdeq9K6novdljA
CRL,Charles River Laboratories,0,USD 497,https://www.youtube.com/channel/UCDNfIyX7scvt3aCEjRaCkrA
CRL,Charles River Laboratories,0,Buffalo's Outdoors,https://www.youtube.com/user/BMCTrip
CRL,Charles River Laboratories,0,Clash Royale Esports,https://www.youtube.com/channel/UCL9wK9vQjmgyx7jGt20ZOkg
CRL,Charles River Laboratories,0,C.R. Laurence Co.,https://www.youtube.com/user/CRLaurenceinc
CRL,Charles River Laboratories,0,Stockbee,https://www.youtube.com/channel/UCnYUSkpj210gyeMa_pL5-ng
CRL,Charles River Laboratories,0,Motivation 2 Invest,https://www.youtube.com/channel/UCn6TvLMOvNdawu-ii6i9ubw
CRL,Charles River Laboratories,0,Jason Polun Investing,https://www.youtube.com/channel/UCWK8OSNaimZhy-q5Ky2_42w
CRM,Salesforce,0,The Investor Channel,https://www.youtube.com/channel/UC7r4-nZ4icT8SIcnisXFSHQ
CRM,Salesforce,0,Learn to Invest,https://www.youtube.com/channel/UCSglJMvX-zSgv3PEJIE_inw
